spec_id,show,column,inverse,DDF_unit,parametertype_id,DDF_target_value,param_name,param_package,DDF_type,color,operator,value,linker,operator2,value2,regex_filter,text,translations
1205,1,0,0,mg/kg,10941,0.01,Methidathion,GBA_Herbs_spices_pesticide_package_8098; GBA_other_pesticides_8703; GBA_pesticides_dried_fruits_package_9921,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,10945,0.01,Methiocarb sulfone,GBA_Herbs_spices_pesticide_package_8098; GBA_other_pesticides_8703; GBA_pesticides_dried_fruits_package_9921,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,10946,0.01,Novaluron,GBA_Herbs_spices_pesticide_package_8098; GBA_other_pesticides_8703; GBA_pesticides_dried_fruits_package_9921,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,10947,0.01,Methiocarb sulfoxide,GBA_Herbs_spices_pesticide_package_8098; GBA_other_pesticides_8703; GBA_pesticides_dried_fruits_package_9921,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,10951,0.01,Methoprotryne,GBA_Herbs_spices_pesticide_package_8098; GBA_other_pesticides_8703; GBA_pesticides_dried_fruits_package_9921,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,10977,0.01,Parathion ethyl,GBA_Herbs_spices_pesticide_package_8098; GBA_other_pesticides_8703; GBA_pesticides_dried_fruits_package_9921,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,10979,0.01,Mirex,GBA_Herbs_spices_pesticide_package_8098; GBA_other_pesticides_8703; GBA_pesticides_dried_fruits_package_9921,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,10981,0.01,Molinates,GBA_Herbs_spices_pesticide_package_8098; GBA_other_pesticides_8703; GBA_pesticides_dried_fruits_package_9921,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,10999,0.01,Pentachloroanisole,GBA_Herbs_spices_pesticide_package_8098; GBA_other_pesticides_8703; GBA_pesticides_dried_fruits_package_9921,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,11009,0.01,Profluralin,GBA_Herbs_spices_pesticide_package_8098; GBA_other_pesticides_8703; GBA_pesticides_dried_fruits_package_9921,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,11010,0.01,Permethrin,GBA_Herbs_spices_pesticide_package_8098; GBA_other_pesticides_8703; GBA_pesticides_dried_fruits_package_9921,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,11032,0.01,Propisochlorine,GBA_Herbs_spices_pesticide_package_8098; GBA_other_pesticides_8703; GBA_pesticides_dried_fruits_package_9921,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,11039,0.01,Phosmet,GBA_Herbs_spices_pesticide_package_8098; GBA_other_pesticides_8703; GBA_pesticides_dried_fruits_package_9921,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,11047,0.01,Picolinfen,GBA_Herbs_spices_pesticide_package_8098; GBA_other_pesticides_8703; GBA_pesticides_dried_fruits_package_9921,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,11058,0.01,Piperophos,GBA_Herbs_spices_pesticide_package_8098; GBA_other_pesticides_8703; GBA_pesticides_dried_fruits_package_9921,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,11066,0.01,Simazine,GBA_Herbs_spices_pesticide_package_8098; GBA_other_pesticides_8703; GBA_pesticides_dried_fruits_package_9921,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,11078,0.01,Pyridaphenthione,GBA_Herbs_spices_pesticide_package_8098; GBA_other_pesticides_8703; GBA_pesticides_dried_fruits_package_9921,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,11118,0.01,Sedaxan,GBA_Herbs_spices_pesticide_package_8098; GBA_other_pesticides_8703; GBA_pesticides_dried_fruits_package_9921,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,11133,0.01,Trichlorfon,GBA_Herbs_spices_pesticide_package_8098; GBA_other_pesticides_8703; GBA_pesticides_dried_fruits_package_9921,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,11169,0.01,Tolfenpyrad,GBA_Herbs_spices_pesticide_package_8098; GBA_other_pesticides_8703; GBA_pesticides_dried_fruits_package_9921,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,11181,0.01,Tribufos,GBA_Herbs_spices_pesticide_package_8098; GBA_other_pesticides_8703; GBA_pesticides_dried_fruits_package_9921,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,11416,0.01,Prochloraz metabolite BTS44595,GBA_Herbs_spices_pesticide_package_8098; GBA_other_pesticides_8703; GBA_pesticides_dried_fruits_package_9921,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,11417,0.01,Prochloraz metabolite BTS44596,GBA_Herbs_spices_pesticide_package_8098; GBA_other_pesticides_8703; GBA_pesticides_dried_fruits_package_9921,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,11425,0.01,Prothioconazole,GBA_Herbs_spices_pesticide_package_8098; GBA_other_pesticides_8703; GBA_pesticides_dried_fruits_package_9921,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,11888,0.01,Chlorothalonil-4-hydroxy,GBA_Herbs_spices_pesticide_package_8098; GBA_other_pesticides_8703; GBA_pesticides_dried_fruits_package_9921,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,10513,0.01,Benomyl,GBA_Herbs_spices_pesticide_package_8098; GBA_pesticides_dried_fruits_package_9921; GBA_other_pesticides_8703,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,10533,0.01,Ametryn,GBA_Herbs_spices_pesticide_package_8098; GBA_pesticides_dried_fruits_package_9921; GBA_other_pesticides_8703,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,10548,0.01,Azaconazole,GBA_Herbs_spices_pesticide_package_8098; GBA_pesticides_dried_fruits_package_9921; GBA_other_pesticides_8703,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,10549,0.01,Biphenyl,GBA_Herbs_spices_pesticide_package_8098; GBA_pesticides_dried_fruits_package_9921; GBA_other_pesticides_8703,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,10550,0.01,Azadirachtin,GBA_Herbs_spices_pesticide_package_8098; GBA_pesticides_dried_fruits_package_9921; GBA_other_pesticides_8703,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,10551,0.01,Azamethiphos,GBA_Herbs_spices_pesticide_package_8098; GBA_pesticides_dried_fruits_package_9921; GBA_other_pesticides_8703,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,10575,0.01,"Chlordan, Trans",GBA_Herbs_spices_pesticide_package_8098; GBA_pesticides_dried_fruits_package_9921; GBA_other_pesticides_8703,perfect,green,<=,0.01,,,,,,
1205,1,0,0,mg/kg,10579,0.01,Buprofezin,GBA_Herbs_spices_pesticide_package_8098; GBA_pesticides_dried_fruits_package_9921; GBA_other_pesticides_8703,perfect,green,<=,0.01,,,,,,
