spec_id,show,column,inverse,DDF_unit,parametertype_id,DDF_target_value,param_name,DDF_type,color,operator,value,linker,operator2,value2,regex_filter,text,translations
1135,1,0,0,g,11709,1675,Energy value in kJ (protein = N x 6.25),perfect,green,>= ,1340,AND,<=,2010,,,
1135,1,0,0,g,11720,396,Energy value in kcal (protein = N x 6.25),perfect,green,>= ,316.8,AND,<=,475.2,,,
1135,1,0,0,g,5244,9.8,Carbohydrates*,perfect,green,>= ,7.8,AND,<=,11.8,,,
1135,1,0,0,g,5252,3.6,fibers,perfect,green,>= ,1.6,AND,<=,5.6,,,
1135,1,0,0,g,5239,5.4,"Fat, Total",perfect,green,>= ,3.9,AND,<=,6.9,,,
1135,1,0,0,g,5245,4.3,Sugar,perfect,green,>= ,2.3,AND,<=,6.3,,,
1135,1,0,0,g,11423,75.2,"Protein, N x 6.25",perfect,green,>= ,67.2,AND,<=,83.2,,,
1135,1,0,0,g,11440,1.6,Salt from sodium,perfect,green,>= ,1.225,AND,<=,1.975,,,
1135,1,0,0,,5299,,Sodium_10873,perfect,green,!=,"""""",,,,,,
1135,1,0,0,,5240,,Fatty acid*,perfect,green,!=,"""""",,,,,,
1135,1,0,0,,5246,,"Sugar, total",perfect,green,!=,"""""",,,,,,
1135,1,0,0,,5247,,Fructose,perfect,green,!=,"""""",,,,,,
1135,1,0,0,,5248,,Glucose,perfect,green,!=,"""""",,,,,,
1135,1,0,0,,5249,,Sucrose,perfect,green,!=,"""""",,,,,,
1135,1,0,0,,5250,,Maltose,perfect,green,!=,"""""",,,,,,
1135,1,0,0,,5251,,Lactose,perfect,green,!=,"""""",,,,,,
1135,1,0,0,,5444,,"Fatty acid, saturated",perfect,green,!=,"""""",,,,,,
1135,1,0,0,,5445,,"Fatty acid, monounsaturated",perfect,green,!=,"""""",,,,,,
1135,1,0,0,,5446,,"Fatty acid, polyunsaturated",perfect,green,!=,"""""",,,,,,
1135,1,0,0,,11249,,Ash,perfect,green,!=,"""""",,,,,,
1135,1,0,0,,11377,,Air humidity,perfect,green,!=,"""""",,,,,,
1135,1,0,0,,12016,,moisture,perfect,green,!=,"""""",,,,,,
