spec_id,show,column,inverse,DDF_unit,parametertype_id,DDF_target_value,param_name,DDF_type,color,operator,value,linker,operator2,value2,regex_filter,text,translations
1897,1,0,0,µg/kg,12158,40.0,Sulfamethoxazol,perfect,green,<=,40.0,,,,,,
1897,1,0,0,µg/kg,12159,40.0,Sulfamethoxypyridazin,perfect,green,<=,40.0,,,,,,
1897,1,0,0,µg/kg,12160,40.0,Sulfamonomethoxin,perfect,green,<=,40.0,,,,,,
1897,1,0,0,µg/kg,12161,40.0,Sulfaphenazol,perfect,green,<=,40.0,,,,,,
1897,1,0,0,µg/kg,12162,40.0,Sulfapyridin,perfect,green,<=,40.0,,,,,,
1897,1,0,0,µg/kg,12163,40.0,Sulfaquinoxalin (= Sulfachinoxalin),perfect,green,<=,40.0,,,,,,
1897,1,0,0,µg/kg,12164,40.0,Sulfathiazol,perfect,green,<=,40.0,,,,,,
1897,1,0,0,µg/kg,12165,40.0,Sulfisomidin,perfect,green,<=,40.0,,,,,,
1897,1,0,0,µg/kg,12166,40.0,Sulfisoxazol,perfect,green,<=,40.0,,,,,,
1897,1,0,0,µg/kg,12167,40.0,Dapson,perfect,green,<=,40.0,,,,,,
1897,1,0,0,µg/kg,12168,40.0,Ormethoprim,perfect,green,<=,40.0,,,,,,
1897,1,0,0,µg/kg,12169,40.0,Trimethoprim,perfect,green,<=,40.0,,,,,,
1897,1,0,0,µg/kg,12170,200,Chlortetracyclin,perfect,green,<=,200,,,,,,
1897,1,0,0,µg/kg,12171,200,Doxycyclin,perfect,green,<=,200,,,,,,
1897,1,0,0,µg/kg,12172,200,Oxytetracyclin,perfect,green,<=,200,,,,,,
1897,1,0,0,µg/kg,12173,200,Tetracyclin,perfect,green,<=,200,,,,,,
1897,1,0,0,µg/kg,12174,20,Malachitgrün,perfect,green,<=,20,,,,,,
1897,1,0,0,µg/kg,12175,20,Leukomalachitgrün,perfect,green,<=,20,,,,,,
1897,1,0,0,µg/kg,12176,20,Kristallviolett (C.I. 42555),perfect,green,<=,20,,,,,,
1897,1,0,0,µg/kg,12177,20,Leukokristallviolett,perfect,green,<=,20,,,,,,
1897,1,0,0,µg/kg,12178,20,Brillantgrün,perfect,green,<=,20,,,,,,
1897,1,0,0,µg/kg,12179,100,Methicillin,perfect,green,<=,100,,,,,,
1897,1,0,0,µg/kg,12180,100,Penicillin G (Benzyl-),perfect,green,<=,100,,,,,,
1897,1,0,0,µg/kg,12181,100,Penicillin V (Phenoxymethyl-),perfect,green,<=,100,,,,,,
1897,1,0,0,µg/kg,12182,100,Cloxacillin,perfect,green,<=,100,,,,,,
1897,1,0,0,µg/kg,12183,100,Dicloxacillin,perfect,green,<=,100,,,,,,
1897,1,0,0,µg/kg,12184,100,Nafcillin,perfect,green,<=,100,,,,,,
1897,1,0,0,µg/kg,12185,100,Oxacillin,perfect,green,<=,100,,,,,,
1897,1,0,0,µg/kg,12186,100,Ceftiofur,perfect,green,<=,100,,,,,,
