spec_id,show,column,inverse,DDF_unit,parametertype_id,DDF_taret_value,param_name,DDF_type,color,operator,value,linker,operator2,value2,regex_filter,text,translations
1259,1,0,0,,11709,1712,Energy value in kJ (protein = N x 6.25),perfect,green,>=,1369.6,AND,<=,2054.4,,,
1259,1,0,0,,11710,405,Energy value in kcal (protein = N x 6.25),perfect,green,>=,324,AND,<=,486,,,
1259,1,0,0,,5239,7.1,"Fat, Total",perfect,green,>=,5.6,AND,<=,8.6,,,
1259,1,0,0,,5444,1.3,"Fatty acid, saturated",perfect,green,>=,0.5,AND,<=,2.1,,,
1259,1,0,0,,5244,6,Carbohydrates*,perfect,green,>=,4,AND,<=,8,,,
1259,1,0,0,,5245,0.4,Sugar,perfect,green,>=,0,AND,<=,2.4,,,
1259,1,0,0,,5252,4.8,Fibre,perfect,green,>=,2.8,AND,<=,6.8,,,
1259,1,0,0,,11423,77,"Protein, N x 6.25",perfect,green,>=,69,AND,<=,85,,,
1259,1,0,0,,11440,0.55,Salt from sodium,perfect,green,>=,0.175,AND,<=,0.925,,,
1259,1,0,0,,5240,,Fatty acid*,perfect,green,!=,"""""",,,,,,
1259,1,0,0,,5246,,"Sugar, total",perfect,green,!=,"""""",,,,,,
1259,1,0,0,,5247,,Fructose,perfect,green,!=,"""""",,,,,,
1259,1,0,0,,5248,,Glucose,perfect,green,!=,"""""",,,,,,
1259,1,0,0,,5249,,Sucrose,perfect,green,!=,"""""",,,,,,
1259,1,0,0,,5250,,Maltose,perfect,green,!=,"""""",,,,,,
1259,1,0,0,,5251,,Lactose,perfect,green,!=,"""""",,,,,,
1259,1,0,0,,5445,,"Fatty acid, monounsaturated",perfect,green,!=,"""""",,,,,,
1259,1,0,0,,5446,,"Fatty acid, polyunsaturated",perfect,green,!=,"""""",,,,,,
1259,1,0,0,,5299,,Sodium_10873,perfect,green,!=,"""""",,,,,,
1259,1,0,0,,11249,,Ash,perfect,green,!=,"""""",,,,,,
1259,1,0,0,,11377,,Air humidity,perfect,green,!=,"""""",,,,,,
1259,1,0,0,,12016,,moisture,perfect,green,!=,"""""",,,,,,
1259,1,0,0,,5527,,Conformity,perfect,green,!=,"""""",,,,,,
