spec_id,show,column,inverse,DDF_unit,parametertype_id,DDF_target_value,param_name,DDF_type,color,operator,value,linker,operator2,value2,regex_filter,text,translations
1135,1,0,0,g,11709,1675,Energy value in kJ (protein = N x 6.25),not OK,red,<,1340,OR,>,2010,,,
1135,1,0,0,g,11720,396,Energy value in kcal (protein = N x 6.25),not OK,red,<,316.8,OR,>,475.2,,,
1135,1,0,0,g,5244,9.8,Carbohydrates*,not OK,red,<,7.8,OR,>,11.8,,,
1135,1,0,0,g,5252,3.6,fibers,not OK,red,<,1.6,OR,>,5.6,,,
1135,1,0,0,g,5239,5.4,"Fat, Total",not OK,red,<,3.9,OR,>,6.9,,,
1135,1,0,0,g,5245,4.3,Sugar,not OK,red,<,2.3,OR,>,6.3,,,
1135,1,0,0,g,11423,75.2,"Protein, N x 6.25",not OK,red,<,67.2,OR,>,83.2,,,
1135,1,0,0,g,11440,1.6,Salt from sodium,not OK,red,<,1.225,OR,>,1.975,,,
1135,1,0,0,,5299,,Sodium_10873,,,,,,,,,,
1135,1,0,0,,5240,,Fatty acid*,,,,,,,,,,
1135,1,0,0,,5246,,"Sugar, total",,,,,,,,,,
1135,1,0,0,,5247,,Fructose,,,,,,,,,,
1135,1,0,0,,5248,,Glucose,,,,,,,,,,
1135,1,0,0,,5249,,Sucrose,,,,,,,,,,
1135,1,0,0,,5250,,Maltose,,,,,,,,,,
1135,1,0,0,,5251,,Lactose,,,,,,,,,,
1135,1,0,0,,5444,,"Fatty acid, saturated",,,,,,,,,,
1135,1,0,0,,5445,,"Fatty acid, monounsaturated",,,,,,,,,,
1135,1,0,0,,5446,,"Fatty acid, polyunsaturated",,,,,,,,,,
1135,1,0,0,,11249,,Ash,,,,,,,,,,
1135,1,0,0,,11377,,Air humidity,,,,,,,,,,
1135,1,0,0,,12016,,moisture,,,,,,,,,,
