Sample;SKU;Name;category;Date;LOT;Parameter;Parameter_ID;Result;Parameter_Unit;Rule_Unit;Rating;Target;"Testing Reason"
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 15:1 cis 10-pentadecenoic acid";5461;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 16:0 Palmitic acid";5462;7,8;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 16:1 Palmitoleic acid";5463;0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 16:2 Hexadecadienoic acid";5464;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 16:3 Hexadecatrienoic acid";5465;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 16:4 Hexadecatetraenoic acid";5466;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 17:0 Heptadecanoic acid";5467;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 17:1 Heptadecenoic acid";5468;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 18:0 Stearic acid";5469;2,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 18:1 Oleic acid";5470;14,9;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 18:1 Petroselinic acid";5471;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 18:1 cis 11-octadecenoic acid";5472;0,7;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 18:2 Linoleic acid (o-6)";5473;517;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 18:3 alpha-linolenic acid (o-3)";5474;0,2;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 18:3 Linolenic acid (o-4)";5475;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 18:3 Linolenic acid (o-6)";5476;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 18:4 Stearidonic acid (o-3)";5477;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 20:0 Arachidic acid";5478;0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 20:1 Eicosenoic acid";5479;0,2;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 20:2 Eicosadienoic acid (o-6)";5480;1,6;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 20:3 Eicosatrienoic acid (o-6)";5481;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 20:3 Eicosatrienoic acid (o-3)";5482;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 20:4 Eicosatetraenoic acid (o-3)";5483;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 20:4 Arachidonic acid (o-6)";5484;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 20:5 Eicosapentaenoic acid (o-3)";5485;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 21:0 Heneicosanoic acid";5486;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 22:0 Behenic acid";5487;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 22:1 Docosenoic acid (incl. isomers)";5488;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"thereof C 22:1 erucic acid";5489;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 22:2 Docosadienoic acid (o-6)";5490;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 22:4 Docosatetraenoic acid (o-6)";5491;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 22:5 Docosapentaenoic acid (o-3)";5492;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 22:6 Docosahexaenoic acid (o-3)";5493;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 23:0 Tricosanoic acid";5494;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 24:0 Lignoceric acid";5495;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"C 24:1 Nervonic acid";5496;<0,1;"g/100 g fat";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";Enterobacteriaceae;5548;<10;"cfu/ g";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"Staphylococci, coag. positive";5550;<10;"cfu/ g";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";Yeasts;5553;<10;"cfu/ g";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";Molds;5554;<10;"cfu/ g";;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"Daily portion";11297;1;;;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"Weight per dosage form_34954";11481;1,4;;;"not rated";;Newsletter
25-06218;N8771CDE;"Bio Schwarzkümmelöl  Softgel (cube gel)";;18.06.2025;"L05505, Batch: 25-BSS-001";"Total Plate Count, Fixed";11921;<10;;;"not rated";;Newsletter
