Sample;SKU;Name;category;Date;LOT;Parameter;Parameter_ID;Result;Parameter_Unit;Rule_Unit;Rating;Target;"Testing Reason"
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 18:1 Petroselinic acid";5471;<0,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 18:1 cis 11-octadecenoic acid";5472;0,5;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 18:2 Linoleic acid (o-6)";5473;4,7;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 18:3 Linolenic acid (o-4)";5475;<0,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 18:4 Stearidonic acid (o-3)";5477;0,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 20:0 Arachidic acid";5478;0,3;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 20:1 Eicosenoic acid";5479;0,3;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 20:2 Eicosadienoic acid (o-6)";5480;<0,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 20:3 Eicosatrienoic acid (o-6)";5481;<0,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 20:3 Eicosatrienoic acid (o-3)";5482;<0,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 20:4 Eicosatetraenoic acid (o-3)";5483;0,2;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 20:4 Arachidonic acid (o-6)";5484;0,5;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 21:0 Heneicosanoic acid";5486;<0,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 22:0 Behenic acid";5487;0,3;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 22:1 Docosenoic acid (incl. isomers)";5488;0,2;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"thereof C 22:1 erucic acid";5489;0,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 22:2 Docosadienoic acid (o-6)";5490;<0,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 22:4 Docosatetraenoic acid (o-6)";5491;0,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 22:5 Docosapentaenoic acid (o-3)";5492;1,3;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 23:0 Tricosanoic acid";5494;0,4;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 24:0 Lignoceric acid";5495;<0,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 24:1 Nervonic acid";5496;0,1;"g/100 g fat";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Vitamin K2 / Menaquinone-7 (MK7)";5507;94,4;"µg/100 g";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Enterobacteriaceae;5548;<10;"cfu/ g";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Staphylococci, coag. positive";5550;<10;"cfu/ g";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Yeasts;5553;<10;"cfu/ g";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Molds;5554;<10;"cfu/ g";;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Ochratoxin A_6763";5558;<0,50;µg/kg;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Deltamethrin;10691;0,69;;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Piperonyl butoxide";11051;0,41;;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Beta-carotene;11260;3;;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Bile-tolerant gram-negative bacteria";11264;negativ;;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"GMO screening element: CaMV P-35S (= 35S promoter)";11330;"not detectable";;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"GMO screening element: P-FMV (= 34S promoter FMV)";11331;"not detectable";;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"GMO screening element: T-nos (= NOS terminator)";11332;"not detectable";;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Tocopherol, alpha";11462;4290;;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Tocopherol, beta";11463;54,7;;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Tocopherol, delta";11464;30;;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Tocopherol, gamma";11465;184;;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Vitamin K2, MK4/MK7";11479;"see below";;;perfect;200.0;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Vitamin E";11676;69,8;;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Capsule weight / tablet weight";11680;1,6;;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Total number of panels";11681;10;;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"E. coli";11682;negativ;;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;Salmonella;11683;negativ;;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"ICP screening";11686;"see below";;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Lambda-cyhalothrin, total";11693;0,12;;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Cypermethrin, total";11694;0,13;;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Vitamin D3";11696;12,3;;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Fatty acid, trans";11717;<0,1;;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 18:3 Alpha-linolenic acid (o-3) (ALA)";11718;5,1;;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 18:3-linolenic acid (o-6) (GLA)";11719;1,1;;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 20:5 Eicosapentaenoic acid (o-3) (EPA)";11720;6,3;;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"C 22:6 Docosahexaenoic acid (o-3) (DHA)";11721;11,6;;;"not rated";;
25-00632;5191;"Vitamins II Omega Sunday Essentials";"All / Saleable / Supplements";16.01.2023;L05201;"Astaxanthin, free and bound";11736;2,3;;;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"Fat, Total";5239;62,7;"g/100 g";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"Fatty acid, saturated";5444;18;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"Fatty acid, monounsaturated";5445;10,7;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"Fatty acid, polyunsaturated";5446;34,1;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"Fatty acid, omega-3";5448;26,6;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"Fatty acids, omega-6";5449;7,5;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"Fatty acids, omega-9";5450;9,3;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 4:0 Butyric acid";5451;<0,1;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 6:0 Caproic acid";5452;<0,1;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 8:0 Caprylic acid";5453;2,7;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 10:0 Capric acid";5454;1,7;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 11:0 Undecanoic acid";5455;<0,1;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 12:0 Lauric acid";5456;<0,1;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 13:0 Tridecanoic acid";5457;<0,1;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 14:0 Myristic acid";5458;0,6;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 14:1 Myristoleic acid";5459;<0,1;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 15:0 Pentadecanoic acid";5460;0,1;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 15:1 cis 10-pentadecenoic acid";5461;<0,1;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 16:0 Palmitic acid";5462;10,2;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 16:1 Palmitoleic acid";5463;0,7;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 16:2 Hexadecadienoic acid";5464;<0,1;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 16:3 Hexadecatrienoic acid";5465;<0,1;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 16:4 Hexadecatetraenoic acid";5466;<0,1;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 17:0 Heptadecanoic acid";5467;<0,1;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 17:1 Heptadecenoic acid";5468;<0,1;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 18:0 Stearic acid";5469;1,6;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 18:1 Oleic acid";5470;8,8;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 18:1 Petroselinic acid";5471;<0,1;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 18:1 cis 11-octadecenoic acid";5472;0,6;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 18:2 Linoleic acid (o-6)";5473;5,5;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 18:3 Linolenic acid (o-4)";5475;<0,1;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 18:4 Stearidonic acid (o-3)";5477;0,1;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 20:0 Arachidic acid";5478;0,4;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 20:1 Eicosenoic acid";5479;0,3;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 20:2 Eicosadienoic acid (o-6)";5480;<0,1;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 20:3 Eicosatrienoic acid (o-6)";5481;<0,1;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 20:3 Eicosatrienoic acid (o-3)";5482;0,1;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 20:4 Eicosatetraenoic acid (o-3)";5483;0,3;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 20:4 Arachidonic acid (o-6)";5484;0,6;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 21:0 Heneicosanoic acid";5486;<0,1;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 22:0 Behenic acid";5487;0,4;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 22:1 Docosenoic acid (incl. isomers)";5488;0,2;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"thereof C 22:1 erucic acid";5489;0,2;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 22:2 Docosadienoic acid (o-6)";5490;<0,1;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 22:4 Docosatetraenoic acid (o-6)";5491;0,1;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 22:5 Docosapentaenoic acid (o-3)";5492;1,6;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 23:0 Tricosanoic acid";5494;<0,1;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 24:0 Lignoceric acid";5495;0,2;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 24:1 Nervonic acid";5496;0,1;"g/100 g fat";;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"Fatty acid, trans";11717;<0,1;;;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 18:3 Alpha-linolenic acid (o-3) (ALA)";11718;5,8;;;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 18:3-linolenic acid (o-6) (GLA)";11719;1,1;;;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 20:5 Eicosapentaenoic acid (o-3) (EPA)";11720;7;;;"not rated";;
25-00285;5191;"SUNDAY ESSENTIALS, VITAMINS II OMEGA";;19.04.2021;NA;"C 22:6 Docosahexaenoic acid (o-3) (DHA)";11721;11,7;;;"not rated";;
