Sample;SKU;Name;category;Date;LOT;Parameter;Parameter_ID;Result;Parameter_Unit;Rule_Unit;Rating;Target;"Testing Reason"
25-03473;5039;"Sunday Q10 Kapseln 08407 Ubiquinol Ubiquinon 121124";"All / Saleable / Supplements";21.10.2024;L08407;"Ubiquinol ";11634;28;;;"not rated";;
25-03473;5039;"Sunday Q10 Kapseln 08407 Ubiquinol Ubiquinon 121124";"All / Saleable / Supplements";21.10.2024;L08407;"Ubiquinone ";11635;0,7;;;"not rated";;
25-03354;5039;"Coenzym Q10-Kapseln 08407 Ubiquinon Ubiquinol 180225";"All / Saleable / Supplements";12.02.2025;L08407;"Ubiquinol ";11634;29,1;;;"not rated";;
25-03354;5039;"Coenzym Q10-Kapseln 08407 Ubiquinon Ubiquinol 180225";"All / Saleable / Supplements";12.02.2025;L08407;"Ubiquinone ";11635;1,2;;;"not rated";;
25-00306;5039;"Q10 Ubiquinol 30mg";;23.06.2021;NA;"Capsule weight / tablet weight";11680;0,73;;;"not rated";;
25-00306;5039;"Q10 Ubiquinol 30mg";;23.06.2021;NA;"Coenzyme Q10 (ubiquinone)";11734;447;;;"not rated";;
25-00080;5039;"Q10 Ubiquinol 30 mg";;11.02.2020;NA;"Capsule weight / tablet weight";11680;0,76;;;"not rated";;
25-00080;5039;"Q10 Ubiquinol 30 mg";;11.02.2020;NA;"Coenzyme Q10 (ubiquinone)";11734;24,6;;;"not rated";;
