id,name,parametertype_id,spec_id,text,column,operator,value,linker,operator2,value2,color,show,DDF_type,inverse,regex_filter,u_created,u_modified,translations,DDF_unit,DDF_target_value,DDF_custom_color
236480,Pydiflumetofen,11053,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236481,Pyflubumide,11059,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236482,"Pyflubumide, -des(2-methyl-1oxopropyl)",11060,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236483,Pymetrozine,11062,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236484,Spirodiclofen,11074,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236485,Quizalofop-P-Tefuryl,11105,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236486,Tefluthrin,11117,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236487,Tetraconazole,11134,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236488,Trichloronate,11135,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236489,Tetradifone,11136,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236490,Tridemorph,11138,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236491,Trifloxysulfuron,11144,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236492,Thiabendazole,11145,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236493,Triflumizole,11146,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236494,Thiacloprid,11147,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236495,Triforin,11152,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236496,Uniconazole,11160,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236497,Thiophanate-methyl,11164,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236498,Vinclozolin,11165,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236499,Triazamate,11177,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236500,4-Bromophenylurea,10506,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236501,Benfluralin,10507,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236502,Acibenzolar-S-Methyl,10516,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236503,Bensulfuron-methyl,10517,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236504,Benthiavalicarb isopropyl,10519,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236505,Amidosulfuron,10536,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236506,Bromophos-ethyl,10567,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236507,Butocarboxim,10586,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236508,Chlorfenvinphos,10587,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236509,Butoxycarboxim,10588,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236510,Chlorfluazuron,10589,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236511,Buturon,10592,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236512,"Chloridazon, desphenyl-",10593,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236513,Butylate,10594,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236514,Chlormephos,10595,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236515,Carbaryl,10603,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236516,Carbendazim,10605,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236517,Chlorosulfuron,10606,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236518,"Carbofuran, 3-hydroxy-",10609,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236519,Carbophenothione ethyl,10611,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236520,Carbosulfan,10616,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236521,Chromafenocide,10621,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236522,Criminologist,10644,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236523,Diazinon,10646,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236524,Dichlofluanid,10655,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236525,Cyazofamide,10656,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236526,Cyfluthrin,10667,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236527,Dicofol,10668,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236528,Cymoxanil,10669,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236529,Cypermethrin,10670,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236530,Demeton-S-Methyl,10693,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236531,Diflovidazine,10694,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236532,Dimefuron,10704,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236533,Dimethylaminosulfotoluidide,10712,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236534,"Ethofumesate, 2-keto/open ring 2-keto",10720,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236535,Dimethylvinphos,10721,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236536,Etoxazole,10730,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236537,Dinotefuran,10733,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236538,Etrimfos,10734,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236539,Famoxadone,10741,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236540,Fenarimol,10751,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236541,Ditalimfos,10752,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236542,Fenazaquin,10753,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236543,Edifenphos,10764,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236544,Endosulfan-alpha,10768,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236545,Fenpiclonil,10779,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236546,Fluopicolide,10780,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236547,Fenpropidin,10785,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236548,Fluoroglycofen-ethyl,10786,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236549,Fensulfothion,10796,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236550,Flurprimidol,10803,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236551,Flusilazole,10805,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236552,Fluthiacet methyl,10807,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236553,Fenthion sulfoxide,10808,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236554,Flutolanil,10809,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236555,Fenuron,10810,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236556,Fluxametamide,10813,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236557,Fipronil sulphide,10817,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236558,Foramsulfuron,10820,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236559,Flazasulfuron,10824,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236560,Flubendiamide,10834,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236561,Genit,10835,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236562,Fluchloralin,10836,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236563,HCH-alpha,10837,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236564,Halfenprox,10843,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236565,"Heptachlor epoxide, trans",10859,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236566,Isoprothiolane,10861,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236567,"Isoxaflutole, diketonitrile-",10872,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236568,Icaridine,10875,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236569,Lactofen,10880,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236570,Imibenconazole,10881,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236571,Lambda-cyhalothrin,10882,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236572,Imidacloprid,10883,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236573,Inpyrfluxam,10890,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236574,Iodine fenphos,10891,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236575,Iprodione,10900,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236576,Isazofos,10904,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236577,Isobenzan,10906,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236578,Mecarbam,10907,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236579,Napropamide,10928,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236580,Methacrifos,10937,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236581,Nitrothal Isopropyl,10940,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236582,Omethoat,10954,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236583,Oxamyl,10959,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236584,Oxycarboxin,10963,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236585,Metolcarb,10964,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236586,Metoxuron,10967,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236587,Oxyfluorfen,10968,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236588,Milbemectin-A4,10978,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236589,Pebulat,10987,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236590,Penconazole,10988,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236591,Pirimiphos ethyl,10991,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236592,Pirimiphos-methyl,10993,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236593,Propamocarb,11015,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236594,Phenkapton,11016,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236595,Propazine,11024,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236596,"Phenylphenol, ortho",11025,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236597,Propetamphos,11026,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236598,Phosphamidon,11043,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236599,Silafluofen,11061,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236600,Pyraclostrobin,11065,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236601,Pyraflufen ethyl,11067,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236602,Simeconazole,11068,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236603,"Spirotetramat, -ketohydroxy",11082,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236604,Tebufenocide,11106,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236605,Tebufenpyrad,11107,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236606,Tebupirimfos,11108,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236607,Teflubenzuron,11115,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236608,Tepraloxydim,11119,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236609,Sethoxydim,11120,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236610,Terbacil,11121,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236611,"Trichlorobenzene, 1,2,3",11127,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236612,Terbuthylazine,11128,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236613,Terbutryn,11130,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236614,Tricyclazole,11137,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236615,Tetramethrin,11139,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236616,Thiamethoxam,11149,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236617,Trifluralin,11150,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236618,Thifensulfuron-methyl,11151,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236619,Thiofanox,11157,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236620,Thionazine,11161,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236621,Tioxazafen,11166,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236622,Triadimenol,11174,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236623,Clothianidin,11183,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236624,"Spirotetramat, -enol glucoside",11184,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236625,"Benzyladenin, 6-",11242,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236626,Prothioconazole (Prothioconazole-Desthio),11426,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236627,"Matrine, qualitative",10905,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236628,"Pesticides GC-MS/MS, QuEChERS",5369,1600,,0,=,negativ,OR,=,nicht nachw.,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236629,"Pesticides LC-MS/MS, QuEChERS",5370,1600,,0,=,negativ,OR,=,nicht nachw.,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236630,"2,3,4,5-Tetrachloroanisole",10501,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236631,Abamectin,10508,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236632,Benoxacor,10515,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236633,Benzalkonium chloride - C12,10524,1600,,0,<=,0.15,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.15,
236634,Aldicarb sulfone,10525,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236635,Aldicarb sulfoxide,10527,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236636,Ametoctradine,10531,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236637,Benzalkonium chloride - C18,10532,1600,,0,<=,0.15,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.15,
236638,Aminocarb,10537,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236639,Chlorobenzuron,10566,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236640,Bupirimat,10577,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236641,Butachlor,10581,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236642,Carbofuran,10607,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236643,Carboxin,10618,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236644,Chlozolinate,10619,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236645,Carboxyl sulfoxide,10620,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236646,Desmedipham,10634,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236647,Clofentezine,10635,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236648,Clomazone,10636,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236649,Desmetryn,10637,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236650,Diclofop-methyl,10664,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236651,Dicrotophos,10671,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236652,Demeton-S-methylsulfone,10695,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236653,Endrin,10703,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236654,Epoxiconazole,10707,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236655,"Dimethylphenylformamide, 2,4",10715,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236656,Dimetilan,10723,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236657,Ethoxyquin,10724,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236658,Fenitrothion,10767,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236659,Fluometuron,10778,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236660,Fenthion,10798,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236661,Fenthion oxon sulfone,10802,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236662,Flutriafol,10811,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236663,Flamprop-Methyl,10822,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236664,Formetanate,10823,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236665,Fosthiazate,10827,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236666,Furathiocarb,10833,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236667,Haloxyfop-2-ethoxyethyl,10851,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236668,Ivermectin,10876,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236669,Imidaclothiz,10884,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236670,Lenacil,10885,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236671,Ipconazole,10896,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236672,Mepanipyrim,10916,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236673,Mephosfolan,10917,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236674,Meptyldinocap,10921,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236675,Myclobutanil,10926,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236676,Nitrofen,10938,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236677,Methoxyfenocide,10958,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236678,Metribuzin,10971,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236679,Primisulfuron-methyl,11002,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236680,Prochloraz,11004,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236681,Pentachlorothioanisole,11005,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236682,Procymidone,11006,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236683,Profenofos,11007,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236684,Penthiopy wheel,11008,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236685,Prometryn,11013,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236686,Propargite,11023,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236687,Propoxur,11034,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236688,Phosalon,11035,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236689,Propoxycarbazone,11036,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236690,Phosfolan,11037,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236691,Prosulfocarb,11044,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236692,Phoxim,11045,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236693,Pyraclofos,11063,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236694,Pyridafol,11073,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236695,Pyrifluquinazone,11083,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
