id,name,parametertype_id,spec_id,text,column,operator,value,linker,operator2,value2,color,show,DDF_type,inverse,regex_filter,u_created,u_modified,translations,DDF_unit,DDF_target_value,DDF_custom_color
236696,"Spirotetramat, -monohydroxy",11084,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236697,Spiroxamine,11086,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236698,Pyrimidifen,11087,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236699,Pyrimidate,11089,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236700,Sulfentrazone,11090,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236701,Pyriproxyfen,11091,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236702,Pyroxsulam,11093,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236703,Sulfotep,11094,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236704,Quinalphos,11095,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236705,Sulfoxaflor,11096,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236706,Quinoclamine,11097,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236707,Sulprofos,11098,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236708,Quinoxyfen,11099,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236709,Quintozene,11101,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236710,Tebuconazole,11104,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236711,rotenone,11111,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236712,Tebuthiuron,11112,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236713,Tecnazen,11113,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236714,S-421,11114,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236715,Sebutylazine,11116,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236716,Terbumeton,11126,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236717,Triflumuron,11148,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236718,Tolclofos-methyl,11168,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236719,Tolylfluanid,11170,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236720,Tralkoxydim,11171,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236721,Transfluthrin,11172,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236722,Triadimefon,11173,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236723,Triallate,11175,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236724,"DDT-p,p",11295,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236725,Fenvalerate/esfenvalerate,11323,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236726,Benalaxyl,10503,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236727,"2,4,6-Trichloroanisole",10504,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236728,Benfuracarb,10509,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236729,Alachlor,10522,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236730,Bromine cycles,10565,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236731,Chlorobufam,10570,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236732,"Chlordane, Cis-",10571,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236733,Bromoxynil,10572,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236734,Bromopropylate,10574,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236735,Chlorfenprop-methyl,10582,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236736,Chloridazon,10590,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236737,Butralin,10591,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236738,Chlorpropylate,10600,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236739,Carbophenothion-methyl,10614,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236740,Clethodim,10624,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236741,Chlorobenzilate,10627,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236742,Clethodim sulfoxide,10632,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236743,Dialifos,10641,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236744,Crufomat,10647,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236745,Dicaphthon,10648,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236746,Cyanazine,10649,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236747,Dichlofenthion,10653,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236748,Cycloate,10660,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236749,Cyflumetofen,10665,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236750,"DDT-o,p",10687,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236751,Deltamethrin,10691,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236752,Endosulfan sulphate,10701,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236753,Dimoxystrobin,10725,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236754,Dioxacarb,10737,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236755,Famophos,10738,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236756,Fenamiphos sulfoxide,10749,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236757,Disulfoton sulfoxide,10750,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236758,Fenchlorphos-oxone,10762,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236759,Endosulfan-beta,10773,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236760,Fenoxycarb,10777,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236761,Fenpropathrin,10783,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236762,Fenpyrazamine,10789,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236763,Fluoxastrobin,10790,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236764,Fenson,10793,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992791,1770992791,,mg/kg,0.01,
236765,Fluquinconazole,10794,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236766,HCH-beta,10840,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236767,Flufenacet,10841,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236768,Isopropalin,10860,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236769,Isoproturon,10863,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236770,Hexaconazole,10867,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236771,Isoxadifen ethyl,10868,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236772,Hexaflumuron,10869,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236773,Karanjin,10877,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236774,Leptophos,10887,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236775,Indoxacarb,10888,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236776,Lindane (HCH-gamma),10889,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236777,Malathion,10899,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236778,Mandipropamide,10903,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236779,Mepronil,10919,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236780,Monolinuron,10920,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236781,Mesosulfuron-methyl,10923,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236782,Metalaxyl/Metalaxyl-M,10927,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236783,Metamitron,10929,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236784,Nuarimol,10948,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236785,Oxadixyl,10957,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236786,Paclobutrazol,10970,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236787,Milbemectin-A3,10976,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236788,Monalid,10986,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236789,Penflufen,10996,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236790,Pentachlorobenzonitrile,11003,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236791,Propanil,11017,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236792,Propaphos,11019,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236793,Propaquizafop,11021,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236794,Propham,11027,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236795,Phorate,11028,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236796,Phorate oxone,11029,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236797,Propyzamide,11040,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236798,Proquinazid,11041,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236799,Phosmet-Oxon,11042,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236800,Prothiofos,11050,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236801,Piperonyl butoxide,11051,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236802,Pyrazophos,11069,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236803,Spinetoram,11070,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236804,Spiromesifen,11075,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236805,Pyridalyl,11076,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236806,Spirotetramat,11077,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236807,"Spirotetramat, -enol",11079,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236808,Pyrifenox,11081,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236809,Pyrimethanil,11085,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236810,Sulfallat,11088,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236811,Quizalofop ethyl,11103,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236812,Trifenmorph,11140,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236813,Thiobencarb,11153,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236814,Triasulfuron,11176,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236815,Triazophos,11178,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236816,Triazoxide,11179,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236817,Bifenthrin,11263,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236818,Pyrethrins,11886,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236819,Resmethrin,11887,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236820,Diafenthiuron,10639,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236821,Pyridate,11080,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236822,"2,3,5,6-Tetrachloroaniline",10502,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236823,Acetochlor,10514,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236824,Acrinathrin,10520,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236825,Benzalkonium chloride - C10,10521,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236826,Aldrin,10528,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236827,Benzovindiflupyr,10538,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236828,Amisul bromine,10539,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236829,Anilofos,10542,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236830,Bifenazat,10543,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236831,Anthraquinone,10544,1600,,0,<=,0.2100,,=,,green,1,perfect,0,,1770992792,1770992982,,mg/kg,0.2100,
236832,Bifenox,10545,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236833,Bitertanol,10552,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236834,Azinphos-ethyl,10553,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236835,Azoxystrobin,10557,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236836,Bromacil,10559,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236837,Bromadiolone,10560,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236838,Bromfenvinphos,10564,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236839,Bromophos-methyl,10569,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236840,Chlorfenapyr,10580,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236841,Butafenacil,10583,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236842,Chlorfenson,10584,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236843,Chloroneb,10597,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236844,Chlorpropham,10598,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236845,Captafol,10599,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236846,Chlorothalodimethyl,10608,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236847,Chlorothalonil,10610,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236848,Chlorotoluron,10617,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236849,Chlorobenzide,10625,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236850,Dichlobenil,10651,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236851,Cyanophos,10652,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236852,Cyclaniliprole,10658,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236853,Dichlorvos,10659,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236854,Dicloran,10666,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236855,Cyphenothrin,10672,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236856,Didecyldimethylammonium chloride - C10,10673,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236857,Didecyldimethylammonium chloride - C12,10675,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236858,Cyprodinil,10676,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236859,Cyprosulfamide,10677,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236860,Dieldrin,10681,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236861,"DDE-o,p",10684,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236862,Diethyltoluamide,10685,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236863,Difenoxuron,10692,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236864,Dimefox,10702,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236865,Ethiofencarb,10713,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236866,Ethion,10714,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236867,Ethiprol,10716,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236868,Ethoprophos,10722,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236869,Etridiazole,10732,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236870,FM-6-1,10736,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236871,Fenamiphos,10745,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236872,Fenbuconazole,10755,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236873,Dodemorph,10756,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236874,Fluopyram,10782,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236875,Fenpropimorph,10787,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236876,Fluotrimazole,10788,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236877,Flurenol-methyl,10797,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236878,Fenthion sulfone,10806,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236879,Fluxapyroxad,10814,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236880,Fipronil,10815,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236881,Forchlorfenuron,10821,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236882,Florasulam,10826,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236883,Fluazifop-P-butyl,10828,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236884,Fuberidazole,10829,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236885,Flucythrinate,10838,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236886,Fludioxonil,10839,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236887,Isofenphos-ethyl,10852,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236888,Haloxyfop-methyl,10853,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236889,Heptenophos,10862,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236890,Hexachlorobenzene,10864,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236891,Iprovalicarb,10902,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236892,Isocarbophos,10909,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236893,Neburon,10930,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236894,Nitenpyram,10932,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236895,Nitrapyrin,10936,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236896,Non-chlorine,10942,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236897,Methiocarb,10943,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236898,Norflurazon,10944,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236899,Methomyl,10949,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236900,Ofurace,10952,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236901,Methothrin,10953,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236902,Pirimicarb,10989,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236903,Plifenat,10995,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236904,Pentachlorobenzene,11001,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236905,Promecarb,11011,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236906,Perthan,11012,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236907,Phenmedipham,11018,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236908,Phorate oxon sulfone,11031,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236909,Silthiofam,11064,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236910,Spinosad,11071,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236911,Pyridaben,11072,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236912,Sulfosulfuron,11092,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236913,TEPP,11100,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
236914,Rimsulfuron,11109,1600,,0,<=,0.01,,,,green,1,perfect,0,,1770992792,1770992792,,mg/kg,0.01,
